track_id_src,text_length,all_seg_cnt,total_duration,speech_duration,speech_ratio,nsp06_seg_cnt,nsp06_word_cnt,nsp06_unique_word_cnt
434120767,0,0,0,0,0,0,0,0
1117587,21,2,59.2,29.200000000000003,0.49324324324324326,2,4,4
544700515,1386,42,84.0,0,0.0,0,0,0
80046060,355,2,60.0,0,0.0,0,0,0
545446846,332,10,60.0,25.0,0.4166666666666667,4,8,2
545446853,1428,42,84.0,0,0.0,0,0,0
525975,888,2,60.0,0,0.0,0,0,0
545446860,0,0,0,0,0,0,0,0
80046062,0,0,0,0,0,0,0,0
5005963,355,2,60.0,0,0.0,0,0,0
552254275,446,1,60.0,0,0.0,0,0,0
525993,888,2,60.0,0,0.0,0,0,0
545446876,362,27,60.0,26.080000000000005,0.43466666666666676,12,12,7
2804843,490,1,60.0,0,0.0,0,0,0
453211271,888,2,60.0,0,0.0,0,0,0
543559647,337,1,60.0,0,0.0,0,0,0
545446871,888,2,60.0,0,0.0,0,0,0
545446913,0,0,0,0,0,0,0,0
545446863,0,0,0,0,0,0,0,0
545446910,0,0,0,0,0,0,0,0
5498112,438,2,60.0,30.0,0.5,1,33,3
545446879,480,10,59.0,0,0.0,0,0,0
1115501,446,1,60.0,0,0.0,0,0,0
545446892,0,0,0,0,0,0,0,0
545446883,0,0,0,0,0,0,0,0
545446905,75,15,60.0,2.0,0.03333333333333333,1,1,1
80046077,0,0,0,0,0,0,0,0
545446908,1104,23,81.0,0,0.0,0,0,0
543559672,28,7,60.0,32.0,0.5333333333333333,4,4,1
525984,0,0,0,0,0,0,0,0
545446901,0,0,0,0,0,0,0,0
545446898,1554,42,84.0,0,0.0,0,0,0
485833019,4,1,5.2,5.2,1.0,1,1,1
434121286,178,1,60.0,0,0.0,0,0,0
435401110,888,2,60.0,0,0.0,0,0,0
30142215,147,24,60.48,20.34,0.33630952380952384,9,10,10
434121284,888,2,60.0,0,0.0,0,0,0
2622494,534,2,60.0,0,0.0,0,0,0
435580146,255,2,60.0,0,0.0,0,0,0
3383675,355,2,60.0,0,0.0,0,0,0
61102938,445,2,60.0,0,0.0,0,0,0
5580485,534,2,60.0,0,0.0,0,0,0
80097256,534,2,60.0,0,0.0,0,0,0
496040732,40,8,62.0,0,0.0,0,0,0
1210840,388,28,60.0,23.92,0.39866666666666667,12,24,3
552984601,551,18,60.0,4.0,0.06666666666666667,2,14,7
5580482,444,2,60.0,0,0.0,0,0,0
422942254,445,2,60.0,0,0.0,0,0,0
5498109,665,2,60.0,30.0,0.5,1,110,2
1668084,888,2,60.0,0,0.0,0,0,0
527947,355,2,60.0,0,0.0,0,0,0
24362142,224,1,60.0,0,0.0,0,0,0
1668088,887,2,60.0,0,0.0,0,0,0
30392166,535,2,54.74,24.740000000000002,0.45195469492144685,1,47,16
434121372,355,2,60.0,0,0.0,0,0,0
1894618,666,2,60.0,30.0,0.5,1,111,3
80313742,355,2,60.0,0,0.0,0,0,0
424562,534,2,60.0,0,0.0,0,0,0
4795409,80,16,64.0,36.0,0.5625,9,9,1
471396258,226,4,59.68,25.880000000000003,0.43364611260053626,3,8,8
2104404,888,2,60.0,0,0.0,0,0,0
3982663,888,2,60.0,0,0.0,0,0,0
434121316,888,2,60.0,0,0.0,0,0,0
461132656,0,0,0,0,0,0,0,0
446204090,480,10,60.0,0,0.0,0,0,0
31127359,667,2,60.0,30.0,0.5,1,111,2
422933991,443,2,60.0,0,0.0,0,0,0
445379725,167,2,30.4,0.3999999999999986,0.01315789473684206,1,2,2
446440943,556,2,60.0,0,0.0,0,0,0
550580650,126,22,60.96,24.16,0.3963254593175853,8,14,13
440888773,888,2,60.0,0,0.0,0,0,0
1117464,355,2,60.0,0,0.0,0,0,0
451324741,71,7,60.0,45.0,0.75,7,10,10
435725747,255,2,60.0,0,0.0,0,0,0
455013189,0,0,0,0,0,0,0,0
535258558,0,0,0,0,0,0,0,0
30156405,355,2,60.0,0,0.0,0,0,0
3455838,1548,36,72.0,0,0.0,0,0,0
434121282,888,2,60.0,0,0.0,0,0,0
527399421,178,1,60.0,0,0.0,0,0,0
542067430,445,2,60.0,0,0.0,0,0,0
538458327,494,2,60.0,30.0,0.5,1,50,18
523886572,86,5,59.0,45.12,0.7647457627118643,5,10,10
528575145,355,2,60.0,0,0.0,0,0,0
539811161,246,2,60.0,30.0,0.5,1,1,1
534006823,445,2,60.0,0,0.0,0,0,0
533754263,384,17,81.7,22.700000000000003,0.2778457772337822,1,22,5
536687781,0,0,0,0,0,0,0,0
535503505,990,4,57.72,17.540000000000006,0.303880803880804,3,19,16
539811165,105,21,84.0,56.0,0.6666666666666666,14,14,1
533626485,675,2,60.0,30.0,0.5,1,109,9
535503513,443,2,60.0,0,0.0,0,0,0
533754255,445,2,60.0,0,0.0,0,0,0
532945391,445,2,60.0,0,0.0,0,0,0
528024560,444,2,60.0,0,0.0,0,0,0
528024561,444,2,60.0,0,0.0,0,0,0
535258559,445,2,60.0,0,0.0,0,0,0
542196525,618,4,60.0,24.82,0.4136666666666667,2,51,16
531605996,445,2,60.0,0,0.0,0,0,0
3981413,0,0,0,0,0,0,0,0
534542438,445,2,60.0,0,0.0,0,0,0
531603874,355,2,60.0,0,0.0,0,0,0
528009504,445,2,60.0,0,0.0,0,0,0
528009508,223,1,60.0,0,0.0,0,0,0
542068722,534,2,60.0,0,0.0,0,0,0
533208564,178,1,60.0,0,0.0,0,0,0
535784604,80,25,58.5,25.0,0.42735042735042733,11,11,3
541518422,283,21,60.0,18.559999999999988,0.3093333333333331,6,6,2
535919715,668,2,60.0,30.0,0.5,1,111,3
531756039,0,0,0,0,0,0,0,0
537815849,443,2,60.0,0,0.0,0,0,0
535153540,445,2,60.0,0,0.0,0,0,0
533388871,355,2,60.0,0,0.0,0,0,0
535019295,888,2,60.0,0,0.0,0,0,0
542067429,355,2,60.0,0,0.0,0,0,0
535754271,443,2,60.0,0,0.0,0,0,0
529843329,255,2,60.0,0,0.0,0,0,0
534541100,669,2,60.0,30.0,0.5,1,111,3
534006820,829,4,60.0,16.379999999999995,0.2729999999999999,2,50,36
534539827,888,2,60.0,0,0.0,0,0,0
541518420,443,2,60.0,0,0.0,0,0,0
535754274,95,19,76.0,48.0,0.631578947368421,12,12,1
533208556,888,2,60.0,0,0.0,0,0,0
542068719,105,21,84.0,56.0,0.6666666666666666,14,14,1
534518653,888,2,60.0,0,0.0,0,0,0
533754257,624,13,74.0,0,0.0,0,0,0
535153534,105,21,84.0,56.0,0.6666666666666666,14,14,1
534539831,355,2,60.0,0,0.0,0,0,0
542342894,0,0,0,0,0,0,0,0
533626489,445,2,60.0,0,0.0,0,0,0
541947633,445,2,60.0,0,0.0,0,0,0
534790694,888,2,60.0,0,0.0,0,0,0
532480226,355,2,60.0,0,0.0,0,0,0
529024640,445,2,60.0,0,0.0,0,0,0
534905280,534,2,60.0,0,0.0,0,0,0
541946939,674,2,60.0,30.0,0.5,1,114,7
535016355,95,19,84.0,56.0,0.6666666666666666,14,14,1
542195958,888,2,60.0,0,0.0,0,0,0
535153536,671,2,60.0,30.0,0.5,1,111,5
534541103,355,2,60.0,0,0.0,0,0,0
530628544,355,2,60.0,0,0.0,0,0,0
533443,4,1,7.1000000000000005,7.1000000000000005,1.0,1,1,1
536687786,223,1,60.0,0,0.0,0,0,0
538458333,445,2,60.0,0,0.0,0,0,0
533754264,379,2,60.0,30.0,0.5,1,40,12
528009506,445,2,60.0,0,0.0,0,0,0
528009510,355,2,60.0,0,0.0,0,0,0
11753589,355,2,60.0,0,0.0,0,0,0
531226974,445,2,60.0,0,0.0,0,0,0
539811162,445,2,60.0,0,0.0,0,0,0
531605999,178,1,60.0,0,0.0,0,0,0
534542439,0,0,0,0,0,0,0,0
534903034,557,2,60.0,30.0,0.5,1,70,8
533313496,443,2,60.0,0,0.0,0,0,0
530789016,888,2,60.0,0,0.0,0,0,0
533754768,577,6,60.0,25.48,0.4246666666666667,4,22,20
542342904,447,1,60.0,0,0.0,0,0,0
535503510,1766,2,60.0,0,0.0,0,0,0
536687779,453,2,60.0,30.0,0.5,1,74,5
542199451,445,2,60.0,0,0.0,0,0,0
542195963,668,2,60.0,30.0,0.5,1,111,3
532352240,888,2,60.0,0,0.0,0,0,0
534272737,1766,2,60.0,0,0.0,0,0,0
528575149,355,2,60.0,0,0.0,0,0,0
530789012,888,2,60.0,0,0.0,0,0,0
531868565,443,2,60.0,0,0.0,0,0,0
531603865,445,2,60.0,0,0.0,0,0,0
533754762,57,19,59.0,31.0,0.5254237288135594,10,10,1
542198155,355,2,60.0,0,0.0,0,0,0
530231216,90,30,60.0,4.0,0.06666666666666667,2,2,1
533208563,355,2,60.0,0,0.0,0,0,0
542198159,534,2,60.0,0,0.0,0,0,0
530789022,0,0,0,0,0,0,0,0
528575146,541,2,60.0,30.0,0.5,1,53,12
530231217,355,2,60.0,0,0.0,0,0,0
535784609,400,25,60.0,23.520000000000003,0.39200000000000007,10,33,16
533626490,443,2,60.0,0,0.0,0,0,0
533634622,105,21,84.0,56.0,0.6666666666666666,14,14,1
530659373,443,2,60.0,0,0.0,0,0,0
542196524,355,2,60.0,0,0.0,0,0,0
531746152,443,2,60.0,0,0.0,0,0,0
530659374,534,2,60.0,0,0.0,0,0,0
534790698,1766,2,60.0,0,0.0,0,0,0
528009502,0,0,0,0,0,0,0,0
542342801,535,2,60.0,30.0,0.5,1,45,6
535016353,534,2,60.0,0,0.0,0,0,0
542067431,445,2,60.0,0,0.0,0,0,0
532017002,224,1,60.0,0,0.0,0,0,0
527399416,355,2,60.0,0,0.0,0,0,0
533634625,1766,2,60.0,0,0.0,0,0,0
542198153,444,2,60.0,0,0.0,0,0,0
542067023,355,2,60.0,0,0.0,0,0,0
541946941,0,0,0,0,0,0,0,0
542196519,355,2,60.0,0,0.0,0,0,0
534539823,105,21,84.0,56.0,0.6666666666666666,14,14,1
542342895,1204,28,86.0,0,0.0,0,0,0
542342797,534,2,60.0,0,0.0,0,0,0
534541098,1766,2,60.0,0,0.0,0,0,0
535503511,718,3,60.0,28.96,0.4826666666666667,1,31,11
534157872,355,2,60.0,0,0.0,0,0,0
542195956,534,2,60.0,0,0.0,0,0,0
528575147,0,0,0,0,0,0,0,0
532017000,173,27,58.760000000000005,28.760000000000005,0.4894486044928523,12,23,14
541946942,0,0,0,0,0,0,0,0
532352238,446,1,60.0,0,0.0,0,0,0
532480222,443,2,60.0,0,0.0,0,0,0
541946935,269,2,60.0,30.0,0.5,1,14,3
534157880,362,24,60.0,17.86,0.29766666666666663,9,18,3
534539828,0,0,0,0,0,0,0,0
532017007,445,2,60.0,0,0.0,0,0,0
527399411,355,2,60.0,0,0.0,0,0,0
535258555,444,2,60.0,0,0.0,0,0,0
535016352,455,2,60.0,30.0,0.5,1,74,5
527399415,95,19,76.0,28.0,0.3684210526315789,7,7,1
527399419,445,2,60.0,0,0.0,0,0,0
530659372,445,2,60.0,0,0.0,0,0,0
531746151,72,24,55.5,26.5,0.4774774774774775,10,10,1
528024553,444,2,60.0,0,0.0,0,0,0
535919709,1296,18,82.0,0,0.0,0,0,0
542067433,355,2,60.0,0,0.0,0,0,0
531610440,0,0,0,0,0,0,0,0
530659369,445,2,60.0,0,0.0,0,0,0
533760333,665,2,60.0,0,0.0,0,0,0
532021637,355,2,60.0,0,0.0,0,0,0
534542432,355,2,60.0,0,0.0,0,0,0
541518418,534,2,60.0,0,0.0,0,0,0
532480228,445,2,60.0,0,0.0,0,0,0
528009505,33,11,64.0,0,0.0,0,0,0
531222616,355,2,60.0,0,0.0,0,0,0
528024555,444,2,60.0,0,0.0,0,0,0
541948186,223,1,60.0,0,0.0,0,0,0
533754261,105,21,84.0,56.0,0.6666666666666666,14,14,1
534518654,888,2,60.0,0,0.0,0,0,0
534157877,445,2,60.0,0,0.0,0,0,0
542067016,445,2,60.0,0,0.0,0,0,0
542199450,355,2,60.0,0,0.0,0,0,0
542067436,355,2,60.0,0,0.0,0,0,0
534794029,160,32,54.56,22.759999999999998,0.4171554252199413,8,8,2
531756046,445,2,60.0,0,0.0,0,0,0
534448911,445,2,60.0,0,0.0,0,0,0
531746150,443,2,60.0,0,0.0,0,0,0
533634624,355,2,60.0,0,0.0,0,0,0
533313493,453,2,60.0,30.0,0.5,1,74,2
527399413,445,2,60.0,0,0.0,0,0,0
534542435,1766,2,60.0,0,0.0,0,0,0
531222612,105,21,84.0,56.0,0.6666666666666666,14,14,1
542342900,0,0,0,0,0,0,0,0
534539830,444,2,60.0,0,0.0,0,0,0
530789020,111,27,56.0,28.0,0.5,13,13,2
533208558,888,2,60.0,0,0.0,0,0,0
547194908,332,11,60.0,29.0,0.48333333333333334,5,8,3
529024649,224,1,60.0,0,0.0,0,0,0
534006828,355,2,60.0,0,0.0,0,0,0
529024647,444,2,60.0,0,0.0,0,0,0
533640782,443,2,60.0,0,0.0,0,0,0
529843328,1806,42,84.0,0,0.0,0,0,0
535258553,105,21,84.0,56.0,0.6666666666666666,14,14,1
535919717,355,2,60.0,0,0.0,0,0,0
530628543,42,14,60.0,28.0,0.4666666666666667,7,7,1
535016351,888,2,60.0,0,0.0,0,0,0
529024644,0,0,0,0,0,0,0,0
542067434,515,2,60.0,30.0,0.5,1,15,15
533313494,445,2,60.0,0,0.0,0,0,0
533754258,445,2,60.0,0,0.0,0,0,0
533640783,355,2,60.0,0,0.0,0,0,0
536687788,1766,2,60.0,0,0.0,0,0,0
533640788,178,1,60.0,0,0.0,0,0,0
535258561,355,2,60.0,0,0.0,0,0,0
531222615,355,2,60.0,0,0.0,0,0,0
534790700,433,16,79.52000000000001,21.519999999999996,0.2706237424547283,1,30,23
532021633,192,4,58.0,0,0.0,0,0,0
541948181,75,15,60.0,32.0,0.5333333333333333,8,8,1
541518424,534,2,60.0,0,0.0,0,0,0
528009511,0,0,0,0,0,0,0,0
535919711,229,28,56.0,27.28,0.48714285714285716,14,29,5
542199449,224,1,60.0,0,0.0,0,0,0
541948184,444,2,60.0,0,0.0,0,0,0
532830231,445,2,60.0,0,0.0,0,0,0
543009393,445,2,60.0,0,0.0,0,0,0
531226976,576,12,76.0,0,0.0,0,0,0
532830235,534,2,60.0,0,0.0,0,0,0
453211270,445,2,60.0,0,0.0,0,0,0
531605993,445,2,60.0,0,0.0,0,0,0
533634620,445,2,60.0,0,0.0,0,0,0
531756047,446,1,60.0,0,0.0,0,0,0
531746148,443,2,60.0,0,0.0,0,0,0
532945387,296,25,60.0,28.0,0.4666666666666667,10,10,1
531226971,529,2,60.0,30.0,0.5,1,65,1
534448914,293,24,60.0,27.760000000000005,0.4626666666666667,9,9,1
534916636,445,2,60.0,0,0.0,0,0,0
4718472,666,2,60.0,30.0,0.5,1,111,2
533754761,445,2,60.0,0,0.0,0,0,0
533760331,258,6,60.0,0,0.0,0,0,0
531606001,888,2,60.0,0,0.0,0,0,0
541947637,445,2,60.0,0,0.0,0,0,0
533760332,355,2,60.0,0,0.0,0,0,0
534112532,0,0,0,0,0,0,0,0
5155791,888,2,60.0,0,0.0,0,0,0
533388864,355,2,60.0,0,0.0,0,0,0
531864432,608,5,60.0,27.02,0.4503333333333333,4,64,22
542195955,556,2,60.0,0,0.0,0,0,0
534903032,445,2,60.0,0,0.0,0,0,0
527399412,443,2,60.0,0,0.0,0,0,0
533754256,888,2,60.0,0,0.0,0,0,0
528024559,444,2,60.0,0,0.0,0,0,0
532017006,0,0,0,0,0,0,0,0
534006822,178,1,60.0,0,0.0,0,0,0
533626491,168,28,56.0,28.0,0.5,14,28,2
530628549,445,2,60.0,0,0.0,0,0,0
531864431,0,0,0,0,0,0,0,0
530628551,443,2,60.0,0,0.0,0,0,0
531881480,445,2,60.0,0,0.0,0,0,0
534448915,534,2,60.0,0,0.0,0,0,0
536687778,0,0,0,0,0,0,0,0
527399414,296,25,60.0,23.639999999999993,0.3939999999999999,10,10,1
529024642,445,2,60.0,0,0.0,0,0,0
534518656,888,2,60.0,0,0.0,0,0,0
530231213,39,13,61.0,29.0,0.47540983606557374,6,6,1
541948180,443,2,60.0,0,0.0,0,0,0
531222613,223,1,60.0,0,0.0,0,0,0
533762099,180,2,60.0,30.0,0.5,1,7,7
533760327,444,2,60.0,0,0.0,0,0,0
530231215,223,2,60.0,0,0.0,0,0,0
531603872,445,2,60.0,0,0.0,0,0,0
533665174,672,14,84.0,0,0.0,0,0,0
534916630,443,2,60.0,0,0.0,0,0,0
534916633,443,2,60.0,0,0.0,0,0,0
534905281,1292,38,76.0,0,0.0,0,0,0
533208565,444,2,60.0,0,0.0,0,0,0
532480225,445,2,60.0,0,0.0,0,0,0
531868567,444,2,60.0,0,0.0,0,0,0
537815839,355,2,60.0,0,0.0,0,0,0
535754270,355,2,60.0,0,0.0,0,0,0
534541096,355,2,60.0,0,0.0,0,0,0
541947632,445,2,60.0,0,0.0,0,0,0
531610438,888,2,60.0,0,0.0,0,0,0
534541102,0,0,0,0,0,0,0,0
535784607,671,2,60.0,30.0,0.5,1,110,4
531605995,360,2,60.0,30.0,0.5,1,44,8
535153541,444,2,60.0,0,0.0,0,0,0
531603870,649,2,57.34,27.340000000000003,0.4768050226717824,1,103,5
528575148,355,2,60.0,0,0.0,0,0,0
2033925,888,2,60.0,0,0.0,0,0,0
543009391,569,2,57.480000000000004,27.480000000000004,0.4780793319415449,1,76,7
534541097,314,2,60.0,30.0,0.5,1,4,3
532021638,445,2,60.0,0,0.0,0,0,0
534903028,534,2,60.0,0,0.0,0,0,0
531222619,810,15,60.0,0,0.0,0,0,0
533313495,445,2,60.0,0,0.0,0,0,0
538458325,445,2,60.0,0,0.0,0,0,0
532480223,355,2,60.0,0,0.0,0,0,0
533762102,355,2,60.0,0,0.0,0,0,0
530659367,443,2,60.0,0,0.0,0,0,0
531605997,568,2,60.0,30.0,0.5,1,58,10
531222620,443,2,60.0,0,0.0,0,0,0
542198161,350,2,60.0,30.0,0.5,1,3,3
533640786,444,2,60.0,0,0.0,0,0,0
534006827,534,2,60.0,0,0.0,0,0,0
528024558,443,2,60.0,0,0.0,0,0,0
532945389,0,0,0,0,0,0,0,0
530659376,444,2,60.0,0,0.0,0,0,0
530231211,255,2,60.0,0,0.0,0,0,0
532021640,667,2,60.0,30.0,0.5,1,111,4
542067427,445,2,60.0,0,0.0,0,0,0
531756042,888,2,60.0,0,0.0,0,0,0
534916628,1806,42,84.0,0,0.0,0,0,0
535153535,447,2,60.0,30.0,0.5,1,2,2
532352237,888,2,60.0,0,0.0,0,0,0
533388867,287,22,60.0,15.0,0.25,7,7,1
534157875,445,2,60.0,0,0.0,0,0,0
534517854,445,2,60.0,0,0.0,0,0,0
535784608,355,2,60.0,0,0.0,0,0,0
541518419,534,2,60.0,0,0.0,0,0,0
533762105,888,2,60.0,0,0.0,0,0,0
540480356,105,21,84.0,56.0,0.6666666666666666,14,14,1
531603867,1766,2,60.0,0,0.0,0,0,0
540480349,286,2,60.0,30.0,0.5,1,1,1
531226977,534,2,60.0,0,0.0,0,0,0
534272736,355,2,60.0,0,0.0,0,0,0
533634618,358,2,60.0,30.0,0.5,1,39,8
533665170,445,2,60.0,0,0.0,0,0,0
531881482,0,0,0,0,0,0,0,0
533754764,222,1,60.0,0,0.0,0,0,0
531756041,0,0,0,0,0,0,0,0
534541094,0,0,0,0,0,0,0,0
531881481,888,2,60.0,0,0.0,0,0,0
531746146,443,2,60.0,0,0.0,0,0,0
531746153,445,2,60.0,0,0.0,0,0,0
532021635,949,2,36.04,6.039999999999999,0.16759156492785793,1,9,9
534916634,888,2,60.0,0,0.0,0,0,0
535784605,0,0,0,0,0,0,0,0
533388870,692,2,60.0,30.0,0.5,1,114,8
532830232,248,2,52.74,22.740000000000002,0.4311717861205916,1,5,5
537815847,445,2,60.0,0,0.0,0,0,0
528009509,445,2,60.0,0,0.0,0,0,0
533754260,445,2,60.0,0,0.0,0,0,0
531610441,0,0,0,0,0,0,0,0
543009385,582,2,55.66,25.659999999999997,0.46101329500538984,1,70,15
542195954,447,2,60.0,30.0,0.5,1,73,4
533640790,888,2,60.0,0,0.0,0,0,0
534157878,445,2,60.0,0,0.0,0,0,0
530628548,178,1,60.0,0,0.0,0,0,0
532016998,444,2,60.0,0,0.0,0,0,0
535016350,315,2,60.0,30.0,0.5,1,20,4
534518650,240,5,60.0,0,0.0,0,0,0
533208557,888,2,60.0,0,0.0,0,0,0
532830237,223,1,60.0,0,0.0,0,0,0
534542436,355,2,60.0,0,0.0,0,0,0
528575151,223,1,60.0,0,0.0,0,0,0
535919712,242,2,60.0,30.0,0.5,1,1,1
534517845,443,2,60.0,0,0.0,0,0,0
537815845,444,2,60.0,0,0.0,0,0,0
531864438,534,2,60.0,0,0.0,0,0,0
532480230,666,2,60.0,30.0,0.5,1,110,4
532830236,672,2,60.0,30.0,0.5,1,110,5
534006825,888,2,60.0,0,0.0,0,0,0
532670632,1766,2,60.0,0,0.0,0,0,0
534518652,445,2,60.0,0,0.0,0,0,0
535503506,445,2,60.0,30.0,0.5,1,45,2
534539826,445,2,60.0,0,0.0,0,0,0
531226975,534,2,60.0,0,0.0,0,0,0
534518655,1806,42,84.0,0,0.0,0,0,0
534903037,444,2,60.0,0,0.0,0,0,0
532480221,444,2,60.0,0,0.0,0,0,0
531868562,672,16,64.0,0,0.0,0,0,0
534790695,501,2,60.0,30.0,0.5,1,65,17
533634626,355,2,60.0,0,0.0,0,0,0
542068718,355,2,60.0,0,0.0,0,0,0
533634619,446,2,60.0,0,0.0,0,0,0
530789021,1428,42,84.0,0,0.0,0,0,0
534794025,444,2,60.0,0,0.0,0,0,0
542199456,90,15,60.0,12.0,0.2,3,6,2
534448919,446,1,60.0,0,0.0,0,0,0
534006826,445,2,60.0,0,0.0,0,0,0
530628547,355,2,60.0,0,0.0,0,0,0
530628542,0,0,0,0,0,0,0,0
528575153,443,2,60.0,0,0.0,0,0,0
542067017,444,2,60.0,0,0.0,0,0,0
529843326,355,2,60.0,0,0.0,0,0,0
543009390,445,2,60.0,0,0.0,0,0,0
10797159,443,2,60.0,0,0.0,0,0,0
533762100,924,6,60.0,26.819999999999993,0.4469999999999999,4,118,55
531603868,332,2,38.64,8.64,0.2236024844720497,1,11,3
531222617,105,21,84.0,56.0,0.6666666666666666,14,14,1
542198166,445,2,60.0,0,0.0,0,0,0
531603871,0,0,0,0,0,0,0,0
532352239,0,0,0,0,0,0,0,0
535258560,445,2,60.0,0,0.0,0,0,0
534157871,0,0,0,0,0,0,0,0
543009383,443,2,60.0,0,0.0,0,0,0
534905285,346,6,50.0,0,0.0,0,0,0
531868566,1766,2,60.0,0,0.0,0,0,0
535503509,445,2,60.0,0,0.0,0,0,0
542342799,443,2,60.0,0,0.0,0,0,0
534794030,534,2,60.0,0,0.0,0,0,0
534448912,355,2,60.0,0,0.0,0,0,0
529843324,443,2,60.0,0,0.0,0,0,0
541948176,223,1,60.0,0,0.0,0,0,0
543009388,1766,2,60.0,0,0.0,0,0,0
533665169,445,2,60.0,0,0.0,0,0,0
531603866,445,2,60.0,0,0.0,0,0,0
537815852,445,2,60.0,0,0.0,0,0,0
541947635,534,2,60.0,0,0.0,0,0,0
530789015,888,2,60.0,0,0.0,0,0,0
542067015,445,2,60.0,0,0.0,0,0,0
539811168,355,2,60.0,0,0.0,0,0,0
542342800,443,2,60.0,0,0.0,0,0,0
531746147,225,2,60.0,0,0.0,0,0,0
534518649,888,2,60.0,0,0.0,0,0,0
531881483,460,2,60.0,30.0,0.5,1,75,6
534905276,444,2,60.0,0,0.0,0,0,0
541946937,445,2,60.0,0,0.0,0,0,0
540480347,105,21,84.0,56.0,0.6666666666666666,14,14,1
542342804,887,1,60.0,0,0.0,0,0,0
535019303,888,2,60.0,0,0.0,0,0,0
542342901,1428,42,84.0,0,0.0,0,0,0
534903033,355,2,60.0,0,0.0,0,0,0
537815854,888,2,60.0,0,0.0,0,0,0
538458326,445,2,60.0,0,0.0,0,0,0
532670628,445,2,60.0,0,0.0,0,0,0
531606002,0,0,0,0,0,0,0,0
542196516,594,4,60.0,13.840000000000003,0.23066666666666671,2,33,20
542199452,443,2,60.0,0,0.0,0,0,0
533634623,105,21,84.0,56.0,0.6666666666666666,14,14,1
535919714,355,2,60.0,0,0.0,0,0,0
533762104,90,15,60.0,0,0.0,0,0,0
531881479,443,2,60.0,0,0.0,0,0,0
535019299,0,0,0,0,0,0,0,0
533754767,0,0,0,0,0,0,0,0
533208561,534,2,60.0,0,0.0,0,0,0
534006824,0,0,0,0,0,0,0,0
533665172,374,26,60.0,22.0,0.36666666666666664,11,22,3
539811160,443,2,60.0,0,0.0,0,0,0
542067022,445,2,60.0,0,0.0,0,0,0
534905278,421,2,60.0,30.0,0.5,1,29,1
534517853,1766,2,60.0,0,0.0,0,0,0
537815846,90,15,60.0,0,0.0,0,0,0
535754276,178,1,60.0,0,0.0,0,0,0
535503508,442,2,60.0,0,0.0,0,0,0
537815843,445,2,60.0,0,0.0,0,0,0
535503507,534,2,60.0,0,0.0,0,0,0
437785166,445,2,60.0,0,0.0,0,0,0
541946940,666,2,60.0,30.0,0.5,1,111,2
533626486,533,2,60.0,30.0,0.5,1,44,2
535016354,443,2,60.0,0,0.0,0,0,0
534903030,355,2,60.0,0,0.0,0,0,0
533762106,355,2,60.0,0,0.0,0,0,0
535784603,445,2,60.0,0,0.0,0,0,0
534157874,355,2,60.0,0,0.0,0,0,0
535754279,768,16,60.0,0,0.0,0,0,0
534112528,446,1,60.0,0,0.0,0,0,0
540480345,443,2,60.0,0,0.0,0,0,0
541518423,534,2,60.0,0,0.0,0,0,0
538458318,445,2,60.0,0,0.0,0,0,0
533762098,445,2,60.0,0,0.0,0,0,0
542067024,355,2,60.0,0,0.0,0,0,0
539811169,355,2,60.0,0,0.0,0,0,0
528024556,444,2,60.0,0,0.0,0,0,0
542068721,443,2,60.0,0,0.0,0,0,0
538458330,681,3,60.0,25.799999999999997,0.42999999999999994,1,74,14
534916629,355,2,60.0,0,0.0,0,0,0
535019297,446,1,60.0,0,0.0,0,0,0
536687785,355,2,60.0,0,0.0,0,0,0
533208562,355,2,60.0,0,0.0,0,0,0
529024643,445,2,60.0,0,0.0,0,0,0
531881478,355,2,60.0,0,0.0,0,0,0
532670629,642,2,60.0,30.0,0.5,1,79,28
537815851,105,21,84.0,56.0,0.6666666666666666,14,14,1
531222611,445,2,60.0,0,0.0,0,0,0
534517850,1118,2,47.400000000000006,17.400000000000006,0.3670886075949368,1,43,35
541518417,227,2,37.62,7.619999999999997,0.20255183413078146,1,1,1
531603873,444,2,60.0,0,0.0,0,0,0
531746154,0,0,0,0,0,0,0,0
534112527,888,2,60.0,0,0.0,0,0,0
542199453,445,2,60.0,0,0.0,0,0,0
531868563,0,0,0,0,0,0,0,0
542068724,224,2,60.0,0,0.0,0,0,0
531881484,0,0,0,0,0,0,0,0
535754275,60,20,62.0,34.0,0.5483870967741935,11,11,1
532945388,888,2,60.0,0,0.0,0,0,0
543009389,445,2,60.0,0,0.0,0,0,0
532670631,40,8,68.0,0,0.0,0,0,0
534006821,993,2,60.0,0,0.0,0,0,0
542199458,888,2,60.0,0,0.0,0,0,0
541948179,888,2,60.0,0,0.0,0,0,0
534916632,888,2,60.0,0,0.0,0,0,0
534790703,888,2,60.0,0,0.0,0,0,0
535019304,888,2,60.0,0,0.0,0,0,0
542198162,445,2,60.0,0,0.0,0,0,0
539811163,534,2,60.0,0,0.0,0,0,0
533760330,430,10,60.0,0,0.0,0,0,0
534112531,0,0,0,0,0,0,0,0
540480352,45,15,60.0,2.0,0.03333333333333333,1,1,1
534539825,61,30,60.0,32.0,0.5333333333333333,16,16,1
533626487,888,2,60.0,0,0.0,0,0,0
534539829,224,1,60.0,0,0.0,0,0,0
529843322,888,2,60.0,0,0.0,0,0,0
535019298,0,0,0,0,0,0,0,0
